Plate ID,Row,Column,Genotype,Mouse,Region,Experiment Date,DOB,Cage,
Cal-JB-002,B,19,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,B,20,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,B,21,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,B,22,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,B,23,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,B,24,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,C,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,13,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,C,14,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,C,15,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,C,16,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,C,17,WT,4799,D,11/10/2023,6/5/2023,1,
Cal-JB-002,D,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,13,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,12,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,1,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,2,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,3,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,4,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,5,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,6,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,7,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,8,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,9,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,10,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,P,11,WT,4799,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,C,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,D,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,E,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,F,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,G,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,H,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,I,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,J,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,1,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,K,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,L,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,12,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,M,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,12,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,20,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,21,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,22,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,23,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,N,24,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,12,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,13,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,14,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,15,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,16,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,17,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,18,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,19,WT,4800,P,11/10/2023,6/5/2023,1,
Cal-JB-002,O,20,WT,4800,P,11/10/2023,6/5/2023,1,
